performance_id,campaign_id,date_id,impressions,clicks,conversions,spend,ctr,cpc,cpm,created_at,revenue,roas,cvr,creative_id,audience_id
43,35,43,129,9,0,37.21,6.98,4.13,288.45,2026-05-24 18:26:42,0,0.0,0.0,3,4
44,88,44,129,9,0,37.21,6.98,4.13,288.45,2026-05-24 18:26:42,0,0.0,0.0,2,1
45,141,45,129,9,0,37.21,6.98,4.13,288.45,2026-05-24 18:26:42,0,0.0,0.0,1,2
46,35,46,136,17,0,38.56,12.5,2.27,283.53,2026-05-24 18:26:42,0,0.0,0.0,3,4
47,88,47,136,17,0,38.56,12.5,2.27,283.53,2026-05-24 18:26:42,0,0.0,0.0,2,1
48,141,48,136,17,0,38.56,12.5,2.27,283.53,2026-05-24 18:26:42,0,0.0,0.0,1,2
49,35,49,179,7,0,47.914478,3.91,6.84,267.68,2026-05-24 18:26:42,0,0.0,0.0,3,4
50,88,50,179,7,0,47.914478,3.91,6.84,267.68,2026-05-24 18:26:42,0,0.0,0.0,2,1
51,141,51,179,7,0,47.914478,3.91,6.84,267.68,2026-05-24 18:26:42,0,0.0,0.0,1,2
52,35,52,326,19,0,63.17,5.83,3.32,193.77,2026-05-24 18:26:42,0,0.0,0.0,3,4
53,88,53,326,19,0,63.17,5.83,3.32,193.77,2026-05-24 18:26:42,0,0.0,0.0,2,1
54,141,54,326,19,0,63.17,5.83,3.32,193.77,2026-05-24 18:26:42,0,0.0,0.0,1,2
55,35,55,329,23,0,69.12,6.99,3.01,210.09,2026-05-24 18:26:42,0,0.0,0.0,3,4
56,88,56,329,23,0,69.12,6.99,3.01,210.09,2026-05-24 18:26:42,0,0.0,0.0,2,1
57,141,57,329,23,0,69.12,6.99,3.01,210.09,2026-05-24 18:26:42,0,0.0,0.0,1,2
58,35,58,-257,-27,0,10756.284623,10.51,-398.38,-41853.25,2026-05-24 18:26:42,0,0.0,0.0,3,4
59,88,59,-257,-27,0,10756.284623,10.51,-398.38,-41853.25,2026-05-24 18:26:42,0,0.0,0.0,2,1
60,141,60,-257,-27,0,10756.284623,10.51,-398.38,-41853.25,2026-05-24 18:26:42,0,0.0,0.0,1,2
61,35,61,237,31,0,72.88,13.08,2.35,307.51,2026-05-24 18:26:42,0,0.0,0.0,3,4
62,88,62,237,31,0,72.88,13.08,2.35,307.51,2026-05-24 18:26:42,0,0.0,0.0,2,1
63,141,63,237,31,0,72.88,13.08,2.35,307.51,2026-05-24 18:26:42,0,0.0,0.0,1,2
64,35,64,268,25,0,75.53,9.33,3.02,281.83,2026-05-24 18:26:42,0,0.0,0.0,3,4
65,88,65,268,25,0,75.53,9.33,3.02,281.83,2026-05-24 18:26:42,0,0.0,0.0,2,1
66,141,66,268,25,0,75.53,9.33,3.02,281.83,2026-05-24 18:26:42,0,0.0,0.0,1,2
67,35,67,-321,25,0,79.22,-7.79,3.17,-246.79,2026-05-24 18:26:42,0,0.0,0.0,3,4
68,88,68,-321,25,0,79.22,-7.79,3.17,-246.79,2026-05-24 18:26:42,0,0.0,0.0,2,1
69,141,69,-321,25,0,79.22,-7.79,3.17,-246.79,2026-05-24 18:26:42,0,0.0,0.0,1,2
70,35,70,-376,-35,0,84.05479,9.31,-2.4,-223.55,2026-05-24 18:26:42,0,0.0,0.0,3,4
71,88,71,-376,-35,0,84.05479,9.31,-2.4,-223.55,2026-05-24 18:26:42,0,0.0,0.0,2,1
72,141,72,-376,-35,0,84.05479,9.31,-2.4,-223.55,2026-05-24 18:26:42,0,0.0,0.0,1,2
73,35,73,418,-32,0,96.257842,-7.66,-3.01,230.28,2026-05-24 18:26:42,0,0.0,0.0,3,4
74,88,74,418,-32,0,96.257842,-7.66,-3.01,230.28,2026-05-24 18:26:42,0,0.0,0.0,2,1
75,141,75,418,-32,0,96.257842,-7.66,-3.01,230.28,2026-05-24 18:26:42,0,0.0,0.0,1,2
76,35,76,484,45,0,103.56691,9.3,2.3,213.98,2026-05-24 18:26:42,0,0.0,0.0,3,4
77,88,77,484,45,0,103.56691,9.3,2.3,213.98,2026-05-24 18:26:42,0,0.0,0.0,2,1
78,141,78,484,45,0,103.56691,9.3,2.3,213.98,2026-05-24 18:26:42,0,0.0,0.0,1,2
79,13,79,687,58,0,159.0,8.44,2.74,231.44,2026-05-24 18:26:42,0,0.0,0.0,2,2
80,66,80,687,58,0,159.0,8.44,2.74,231.44,2026-05-24 18:26:42,0,0.0,0.0,1,3
81,119,81,687,58,0,159.0,8.44,2.74,231.44,2026-05-24 18:26:42,0,0.0,0.0,3,4
82,51,82,814,52,0,162.62,6.39,3.13,199.78,2026-05-24 18:26:42,0,0.0,0.0,1,4
83,104,83,814,52,0,162.62,6.39,3.13,199.78,2026-05-24 18:26:42,0,0.0,0.0,3,1
84,157,84,814,52,0,162.62,6.39,3.13,199.78,2026-05-24 18:26:42,0,0.0,0.0,2,2
85,30,85,522,24,0,593.55,4.6,24.73,1137.07,2026-05-24 18:26:42,0,0.0,0.0,1,3
86,83,86,522,24,0,593.55,4.6,24.73,1137.07,2026-05-24 18:26:42,0,0.0,0.0,3,4
87,136,87,522,24,0,593.55,4.6,24.73,1137.07,2026-05-24 18:26:42,0,0.0,0.0,2,1
88,30,88,76125,19,0,677.49,0.02,35.66,8.9,2026-05-24 18:26:42,0,0.0,0.0,1,3
89,83,89,76125,19,0,677.49,0.02,35.66,8.9,2026-05-24 18:26:42,0,0.0,0.0,3,4
90,136,90,76125,19,0,677.49,0.02,35.66,8.9,2026-05-24 18:26:42,0,0.0,0.0,2,1
91,46,91,742,39,0,718.77,5.26,18.43,968.69,2026-05-24 18:26:42,0,0.0,0.0,2,3
92,99,92,742,39,0,718.77,5.26,18.43,968.69,2026-05-24 18:26:42,0,0.0,0.0,1,4
93,152,93,742,39,0,718.77,5.26,18.43,968.69,2026-05-24 18:26:42,0,0.0,0.0,3,1
94,30,94,456,21,0,114500.28,4.61,5452.39,251097.11,2026-05-24 18:26:42,0,0.0,0.0,1,3
95,83,95,456,21,0,114500.28,4.61,5452.39,251097.11,2026-05-24 18:26:42,0,0.0,0.0,3,4
96,136,96,456,21,0,114500.28,4.61,5452.39,251097.11,2026-05-24 18:26:42,0,0.0,0.0,2,1
97,8,97,248385,54,0,812.63,0.02,15.05,3.27,2026-05-24 18:26:42,0,0.0,0.0,3,1
98,61,98,248385,54,0,812.63,0.02,15.05,3.27,2026-05-24 18:26:42,0,0.0,0.0,2,2
99,114,99,248385,54,0,812.63,0.02,15.05,3.27,2026-05-24 18:26:42,0,0.0,0.0,1,3
100,30,100,854,26,0,823.74,3.04,31.68,964.57,2026-05-24 18:26:42,0,0.0,0.0,1,3
101,83,101,854,26,0,823.74,3.04,31.68,964.57,2026-05-24 18:26:42,0,0.0,0.0,3,4
102,136,102,854,26,0,823.74,3.04,31.68,964.57,2026-05-24 18:26:42,0,0.0,0.0,2,1
103,30,103,882,47,0,1010.36,5.33,21.5,1145.53,2026-05-24 18:26:42,0,0.0,0.0,1,3
104,83,104,882,47,0,1010.36,5.33,21.5,1145.53,2026-05-24 18:26:42,0,0.0,0.0,3,4
105,136,105,882,47,0,1010.36,5.33,21.5,1145.53,2026-05-24 18:26:42,0,0.0,0.0,2,1
106,30,106,1429,80,0,1039.769843,5.6,13.0,727.62,2026-05-24 18:26:42,0,0.0,0.0,1,3
107,83,107,1429,80,0,1039.769843,5.6,13.0,727.62,2026-05-24 18:26:42,0,0.0,0.0,3,4
108,136,108,1429,80,0,1039.769843,5.6,13.0,727.62,2026-05-24 18:26:42,0,0.0,0.0,2,1
109,30,109,962,34,0,1050.968275,3.53,30.91,1092.48,2026-05-24 18:26:42,0,0.0,0.0,1,3
110,83,110,962,34,0,1050.968275,3.53,30.91,1092.48,2026-05-24 18:26:42,0,0.0,0.0,3,4
111,136,111,962,34,0,1050.968275,3.53,30.91,1092.48,2026-05-24 18:26:42,0,0.0,0.0,2,1
112,30,112,1899,56,0,1386.665904,2.95,24.76,730.21,2026-05-24 18:26:42,0,0.0,0.0,1,3
113,83,113,1899,56,0,1386.665904,2.95,24.76,730.21,2026-05-24 18:26:42,0,0.0,0.0,3,4
114,136,114,1899,56,0,1386.665904,2.95,24.76,730.21,2026-05-24 18:26:42,0,0.0,0.0,2,1
115,30,115,3024,61,0,2163.664659,2.02,35.47,715.5,2026-05-24 18:26:42,0,0.0,0.0,1,3
116,83,116,3024,61,0,2163.664659,2.02,35.47,715.5,2026-05-24 18:26:42,0,0.0,0.0,3,4
117,136,117,3024,61,0,2163.664659,2.02,35.47,715.5,2026-05-24 18:26:42,0,0.0,0.0,2,1
118,8,118,2617,98,1,2560.093262,3.74,26.12,978.25,2026-05-24 18:26:42,184000,71.87,1.02,3,1
119,61,119,2617,98,1,2560.093262,3.74,26.12,978.25,2026-05-24 18:26:42,184000,71.87,1.02,2,2
120,114,120,2617,98,1,2560.093262,3.74,26.12,978.25,2026-05-24 18:26:42,184000,71.87,1.02,1,3
121,18,121,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,1,3
122,71,122,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,3,4
123,124,123,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,2,1
124,19,124,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,2,4
125,72,125,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,1,1
126,125,126,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,3,2
127,24,127,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,1,1
128,77,128,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,3,2
129,130,129,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,2,3
130,24,130,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,1,1
131,77,131,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,3,2
132,130,132,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,2,3
133,34,133,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,2,3
134,87,134,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,1,4
135,140,135,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,3,1
136,21,136,192,3,0,105.72,1.56,35.24,550.63,2026-05-24 18:26:42,0,0.0,0.0,1,2
137,74,137,192,3,0,105.72,1.56,35.24,550.63,2026-05-24 18:26:42,0,0.0,0.0,3,3
138,127,138,192,3,0,105.72,1.56,35.24,550.63,2026-05-24 18:26:42,0,0.0,0.0,2,4
139,21,139,252,7,0,149.93,2.78,21.42,594.96,2026-05-24 18:26:42,0,0.0,0.0,1,2
140,74,140,252,7,0,149.93,2.78,21.42,594.96,2026-05-24 18:26:42,0,0.0,0.0,3,3
141,127,141,252,7,0,149.93,2.78,21.42,594.96,2026-05-24 18:26:42,0,0.0,0.0,2,4
142,21,142,259,13,0,187.05,5.02,14.39,722.2,2026-05-24 18:26:42,0,0.0,0.0,1,2
143,74,143,259,13,0,187.05,5.02,14.39,722.2,2026-05-24 18:26:42,0,0.0,0.0,3,3
144,127,144,259,13,0,187.05,5.02,14.39,722.2,2026-05-24 18:26:42,0,0.0,0.0,2,4
145,21,145,328,15,0,237.0,4.57,15.8,722.56,2026-05-24 18:26:42,0,0.0,0.0,1,2
146,74,146,328,15,0,237.0,4.57,15.8,722.56,2026-05-24 18:26:42,0,0.0,0.0,3,3
147,127,147,328,15,0,237.0,4.57,15.8,722.56,2026-05-24 18:26:42,0,0.0,0.0,2,4
148,32,148,347,21,0,249.4,6.05,11.88,718.73,2026-05-24 18:26:42,0,0.0,0.0,3,1
149,85,149,347,21,0,249.4,6.05,11.88,718.73,2026-05-24 18:26:42,0,0.0,0.0,2,2
150,138,150,347,21,0,249.4,6.05,11.88,718.73,2026-05-24 18:26:42,0,0.0,0.0,1,3
151,32,151,-367,28,0,307.9,-7.63,11.0,-838.96,2026-05-24 18:26:42,0,0.0,0.0,3,1
152,85,152,-367,28,0,307.9,-7.63,11.0,-838.96,2026-05-24 18:26:42,0,0.0,0.0,2,2
153,138,153,-367,28,0,307.9,-7.63,11.0,-838.96,2026-05-24 18:26:42,0,0.0,0.0,1,3
154,32,154,331,18,1,321.54,5.44,17.86,971.42,2026-05-24 18:26:42,90000,279.9,5.56,3,1
155,85,155,331,18,1,321.54,5.44,17.86,971.42,2026-05-24 18:26:42,90000,279.9,5.56,2,2
156,138,156,331,18,1,321.54,5.44,17.86,971.42,2026-05-24 18:26:42,90000,279.9,5.56,1,3
157,32,157,354,33,0,331.14,9.32,10.03,935.42,2026-05-24 18:26:42,0,0.0,0.0,3,1
158,85,158,354,33,0,331.14,9.32,10.03,935.42,2026-05-24 18:26:42,0,0.0,0.0,2,2
159,138,159,354,33,0,331.14,9.32,10.03,935.42,2026-05-24 18:26:42,0,0.0,0.0,1,3
160,21,160,71775,17,0,351.85,0.02,20.7,4.9,2026-05-24 18:26:42,0,0.0,0.0,1,2
161,74,161,71775,17,0,351.85,0.02,20.7,4.9,2026-05-24 18:26:42,0,0.0,0.0,3,3
162,127,162,71775,17,0,351.85,0.02,20.7,4.9,2026-05-24 18:26:42,0,0.0,0.0,2,4
163,21,163,427,2000,0,353.85,468.38,0.18,828.69,2026-05-24 18:26:42,0,0.0,0.0,1,2
164,74,164,427,2000,0,353.85,468.38,0.18,828.69,2026-05-24 18:26:42,0,0.0,0.0,3,3
165,127,165,427,2000,0,353.85,468.38,0.18,828.69,2026-05-24 18:26:42,0,0.0,0.0,2,4
166,21,166,537,20,0,356.87,3.72,17.84,664.56,2026-05-24 18:26:42,0,0.0,0.0,1,2
167,74,167,537,20,0,356.87,3.72,17.84,664.56,2026-05-24 18:26:42,0,0.0,0.0,3,3
168,127,168,537,20,0,356.87,3.72,17.84,664.56,2026-05-24 18:26:42,0,0.0,0.0,2,4
169,32,169,76270,39,0,377.8,0.05,9.69,4.95,2026-05-24 18:26:42,0,0.0,0.0,3,1
170,85,170,76270,39,0,377.8,0.05,9.69,4.95,2026-05-24 18:26:42,0,0.0,0.0,2,2
171,138,171,76270,39,0,377.8,0.05,9.69,4.95,2026-05-24 18:26:42,0,0.0,0.0,1,3
172,32,172,419,26,0,382.42,6.21,14.71,912.7,2026-05-24 18:26:42,0,0.0,0.0,3,1
173,85,173,419,26,0,382.42,6.21,14.71,912.7,2026-05-24 18:26:42,0,0.0,0.0,2,2
174,138,174,419,26,0,382.42,6.21,14.71,912.7,2026-05-24 18:26:42,0,0.0,0.0,1,3
175,21,175,414,10,0,58341.87,2.42,5834.19,140922.39,2026-05-24 18:26:42,0,0.0,0.0,1,2
176,74,176,414,10,0,58341.87,2.42,5834.19,140922.39,2026-05-24 18:26:42,0,0.0,0.0,3,3
177,127,177,414,10,0,58341.87,2.42,5834.19,140922.39,2026-05-24 18:26:42,0,0.0,0.0,2,4
178,48,178,84825,28,0,398.57,0.03,14.23,4.7,2026-05-24 18:26:42,0,0.0,0.0,1,1
179,101,179,84825,28,0,398.57,0.03,14.23,4.7,2026-05-24 18:26:42,0,0.0,0.0,3,2
180,154,180,84825,28,0,398.57,0.03,14.23,4.7,2026-05-24 18:26:42,0,0.0,0.0,2,3
181,21,181,636,-15,0,406.79,-2.36,-27.12,639.61,2026-05-24 18:26:42,0,0.0,0.0,1,2
182,74,182,636,-15,0,406.79,-2.36,-27.12,639.61,2026-05-24 18:26:42,0,0.0,0.0,3,3
183,127,183,636,-15,0,406.79,-2.36,-27.12,639.61,2026-05-24 18:26:42,0,0.0,0.0,2,4
184,21,184,548,19,0,443.15,3.47,23.32,808.67,2026-05-24 18:26:42,0,0.0,0.0,1,2
185,74,185,548,19,0,443.15,3.47,23.32,808.67,2026-05-24 18:26:42,0,0.0,0.0,3,3
186,127,186,548,19,0,443.15,3.47,23.32,808.67,2026-05-24 18:26:42,0,0.0,0.0,2,4
187,41,187,506,33,0,457.2,6.52,13.85,903.56,2026-05-24 18:26:42,0,0.0,0.0,3,2
188,94,188,506,33,0,457.2,6.52,13.85,903.56,2026-05-24 18:26:42,0,0.0,0.0,2,3
189,147,189,506,33,0,457.2,6.52,13.85,903.56,2026-05-24 18:26:42,0,0.0,0.0,1,4
190,21,190,-601,24,0,458.41,-3.99,19.1,-762.75,2026-05-24 18:26:42,0,0.0,0.0,1,2
191,74,191,-601,24,0,458.41,-3.99,19.1,-762.75,2026-05-24 18:26:42,0,0.0,0.0,3,3
192,127,192,-601,24,0,458.41,-3.99,19.1,-762.75,2026-05-24 18:26:42,0,0.0,0.0,2,4
193,21,193,780,34,0,511.43,4.36,15.04,655.68,2026-05-24 18:26:42,0,0.0,0.0,1,2
194,74,194,780,34,0,511.43,4.36,15.04,655.68,2026-05-24 18:26:42,0,0.0,0.0,3,3
195,127,195,780,34,0,511.43,4.36,15.04,655.68,2026-05-24 18:26:42,0,0.0,0.0,2,4
196,21,196,844,34,0,90015.63,4.03,2647.52,106653.59,2026-05-24 18:26:42,0,0.0,0.0,1,2
197,74,197,844,34,0,90015.63,4.03,2647.52,106653.59,2026-05-24 18:26:42,0,0.0,0.0,3,3
198,127,198,844,34,0,90015.63,4.03,2647.52,106653.59,2026-05-24 18:26:42,0,0.0,0.0,2,4
199,21,199,907,50,0,726.66,5.51,14.53,801.17,2026-05-24 18:26:42,0,0.0,0.0,1,2
200,74,200,907,50,0,726.66,5.51,14.53,801.17,2026-05-24 18:26:42,0,0.0,0.0,3,3
201,127,201,907,50,0,726.66,5.51,14.53,801.17,2026-05-24 18:26:42,0,0.0,0.0,2,4
202,30,202,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,1,3
203,83,203,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,3,4
204,136,204,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,2,1
205,30,205,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,1,3
206,83,206,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,3,4
207,136,207,0,0,0,0.0,,,,2026-05-24 18:26:42,0,,,2,1
208,30,208,4,0,0,3.36,0.0,,840.0,2026-05-24 18:26:42,0,0.0,,1,3
209,83,209,4,0,0,3.36,0.0,,840.0,2026-05-24 18:26:42,0,0.0,,3,4
210,136,210,4,0,0,3.36,0.0,,840.0,2026-05-24 18:26:42,0,0.0,,2,1
211,30,211,20,0,0,11.76,0.0,,588.0,2026-05-24 18:26:42,0,0.0,,1,3
212,83,212,20,0,0,11.76,0.0,,588.0,2026-05-24 18:26:42,0,0.0,,3,4
213,136,213,20,0,0,11.76,0.0,,588.0,2026-05-24 18:26:42,0,0.0,,2,1
214,30,214,21,200,0,16.87,952.38,0.08,803.33,2026-05-24 18:26:42,0,0.0,0.0,1,3
215,83,215,21,200,0,16.87,952.38,0.08,803.33,2026-05-24 18:26:42,0,0.0,0.0,3,4
216,136,216,21,200,0,16.87,952.38,0.08,803.33,2026-05-24 18:26:42,0,0.0,0.0,2,1
217,30,217,97,2,0,71.77,2.06,35.88,739.9,2026-05-24 18:26:42,0,0.0,0.0,1,3
218,83,218,97,2,0,71.77,2.06,35.88,739.9,2026-05-24 18:26:42,0,0.0,0.0,3,4
219,136,219,97,2,0,71.77,2.06,35.88,739.9,2026-05-24 18:26:42,0,0.0,0.0,2,1
220,30,220,41615,7,0,-266.26,0.02,-38.04,-6.4,2026-05-24 18:26:42,0,0.0,0.0,1,3
221,83,221,41615,7,0,-266.26,0.02,-38.04,-6.4,2026-05-24 18:26:42,0,0.0,0.0,3,4
222,136,222,41615,7,0,-266.26,0.02,-38.04,-6.4,2026-05-24 18:26:42,0,0.0,0.0,2,1
223,30,223,406,20,1,385.73,4.93,19.29,950.07,2026-05-24 18:26:42,95000,246.29,5.0,1,3
224,83,224,406,20,1,385.73,4.93,19.29,950.07,2026-05-24 18:26:42,95000,246.29,5.0,3,4
225,136,225,406,20,1,385.73,4.93,19.29,950.07,2026-05-24 18:26:42,95000,246.29,5.0,2,1
226,30,226,654,18,0,509.28,2.75,28.29,778.72,2026-05-24 18:26:42,0,0.0,0.0,1,3
227,83,227,654,18,0,509.28,2.75,28.29,778.72,2026-05-24 18:26:42,0,0.0,0.0,3,4
228,136,228,654,18,0,509.28,2.75,28.29,778.72,2026-05-24 18:26:42,0,0.0,0.0,2,1
229,30,229,-98020,14,0,547.0,-0.01,39.07,-5.58,2026-05-24 18:26:42,0,0.0,0.0,1,3
230,83,230,-98020,14,0,547.0,-0.01,39.07,-5.58,2026-05-24 18:26:42,0,0.0,0.0,3,4
231,136,231,-98020,14,0,547.0,-0.01,39.07,-5.58,2026-05-24 18:26:42,0,0.0,0.0,2,1
232,30,232,907,1600,0,776.78,176.41,0.49,856.43,2026-05-24 18:26:42,0,0.0,0.0,1,3
233,83,233,907,1600,0,776.78,176.41,0.49,856.43,2026-05-24 18:26:42,0,0.0,0.0,3,4
234,136,234,907,1600,0,776.78,176.41,0.49,856.43,2026-05-24 18:26:42,0,0.0,0.0,2,1
235,30,235,777,20,0,812.7,2.57,40.64,1045.95,2026-05-24 18:26:42,0,0.0,0.0,1,3
236,83,236,777,20,0,812.7,2.57,40.64,1045.95,2026-05-24 18:26:42,0,0.0,0.0,3,4
237,136,237,777,20,0,812.7,2.57,40.64,1045.95,2026-05-24 18:26:42,0,0.0,0.0,2,1
238,30,238,1027,51,0,839.31,4.97,16.46,817.24,2026-05-24 18:26:42,0,0.0,0.0,1,3
239,83,239,1027,51,0,839.31,4.97,16.46,817.24,2026-05-24 18:26:42,0,0.0,0.0,3,4
240,136,240,1027,51,0,839.31,4.97,16.46,817.24,2026-05-24 18:26:42,0,0.0,0.0,2,1
241,30,241,1020,30,0,856.62,2.94,28.55,839.82,2026-05-24 18:26:42,0,0.0,0.0,1,3
242,83,242,1020,30,0,856.62,2.94,28.55,839.82,2026-05-24 18:26:42,0,0.0,0.0,3,4
243,136,243,1020,30,0,856.62,2.94,28.55,839.82,2026-05-24 18:26:42,0,0.0,0.0,2,1
244,16,244,964,22,0,866.72,2.28,39.4,899.09,2026-05-24 18:26:42,0,0.0,0.0,2,1
245,69,245,964,22,0,866.72,2.28,39.4,899.09,2026-05-24 18:26:42,0,0.0,0.0,1,2
246,122,246,964,22,0,866.72,2.28,39.4,899.09,2026-05-24 18:26:42,0,0.0,0.0,3,3
247,30,247,210250,72,0,900.69,0.03,12.51,4.28,2026-05-24 18:26:42,0,0.0,0.0,1,3
248,83,248,210250,72,0,900.69,0.03,12.51,4.28,2026-05-24 18:26:42,0,0.0,0.0,3,4
249,136,249,210250,72,0,900.69,0.03,12.51,4.28,2026-05-24 18:26:42,0,0.0,0.0,2,1
250,30,250,1197,-6600,0,960.0,-551.38,-0.15,802.01,2026-05-24 18:26:42,0,0.0,0.0,1,3
251,83,251,1197,-6600,0,960.0,-551.38,-0.15,802.01,2026-05-24 18:26:42,0,0.0,0.0,3,4
252,136,252,1197,-6600,0,960.0,-551.38,-0.15,802.01,2026-05-24 18:26:42,0,0.0,0.0,2,1
253,30,253,1476,61,0,961.43,4.13,15.76,651.38,2026-05-24 18:26:42,0,0.0,0.0,1,3
254,83,254,1476,61,0,961.43,4.13,15.76,651.38,2026-05-24 18:26:42,0,0.0,0.0,3,4
